Memorial,Zone,Text
Royal Air Force Dental Branch,13,"RAF Dentists 
The RAF Dental Branch was formed in 1930 as the importance of air power grew. By 1935 it was clear that the RAF needed to expand rapidly in response to developments in Europe. At the time, the RAF was served by 16 dental officers with permanent commissions, 29 with non-permanent/reserve commissions and 51 civilian practitioners. 
The need for improvements in oral health led to the creation of a course for dental hygienists at RAF Sidmouth in 1943. Each 16-week course trained selected Dental Surgery Attendants to scale and polish teeth, and to educate patients."
Royal Air Force Halton Apprentices Memorial Garden,9,"HALTON GROVE 
The memorial garden to the Halton Apprentices and its centrepiece, the RAF Apprentice wheel badge, remembers the association between Halton House in Buckinghamshire and the RAF which began in 1912, when the de Rothschild family allowed its use for training. 
Halton House was purchased by the Government from the de Rothschild family in 1919. 
The apprentices were known as 'Trenchard’s Brats', after Lord Trenchard the founder of the RAF (which was formed on 1st April 1918). 
The grove is a tribute to all those who passed through the training establishment learning various skilled trades. 
Usually the young men completed a 3-year apprenticeship with intakes from 1920 until 1993 and during those 73 years some 40,000 young men and women were trained. 
Frank Whittle, inventor of the jet engine, was a Halton apprentice. Here you will see a paviour dedicated to him and a larger one to Don Finlay the Olympic athlete who was also an apprentice. 
Another example of how people or organisations can be remembered the plaque and tree in honour of Sergeant Thomas GRAY, a former Halton Apprentice, who lost his life in 1940 when the plane in which he was navigator was shot down after a bombing raid to destroy a bridge in Belgium. 
He was awarded the Victoria Cross for bravery and his skill in navigating to the correct target, which they bombed successfully. 
Sergeant Gray had 6 brothers, 3 of whom were also killed in action during WW2. 
By pushing the buttons on the information board, you can hear audio presentations about some of the events and people involved at RAF Halton over the years. 
RAF Halton is still operational and nowadays provides training for most new recruits to the RAF, plus highly specialised training for members of all 3 armed services. "
Royal Air Force Police Memorial,13,"The Royal Air Force (RAF) Police 
The Royal Air Force (RAF) Police has supported worldwide RAF operations since 1918. 
Peaking in 1945, the branch comprised 20,500 personnel and by 1948, RAF Police investigators had brought to justice the surviving killers of 50 RAF officers who had taken part in the Great Escape. 
His Majesty King George VI approved the RAF Police badge and motto in 1950 and throughout the 30 year ‘Cold War’ the branch provided security protection for the RAF’s nuclear deterrent. Having served in 66 countries since 1918, the RAF Police are today in the forefront of the war against terrorism, serving in current conflicts. The RAF Police Association was formed in 1984. 
The RAF nickname for their police is ‘Snowdrops’ because they wear white hats, and this is reflected in the flowers engraved on the edges of the stone."
Royal Air Force Regiment Memorial,9,"ROYAL AIR FORCE REGIMENT 
The Royal Air Force Regiment was formed in 1942 to provide specialist ground force protection for military airbases, without having to call upon the Army.
The large black granite memorial remembers all those who have lost their lives while serving in the Regiment, while inscribed on the reverse are listed the countries in which the Regiment had served up until the memorial’s dedication in 2001.
The pathway is shaped like an airport runway.
The Corps motto is “Per Ardua” which means “Through Adversity”
Peter Alliss, “The Voice of Golf” has a memorial stone in the garden as he served in the RFA Regiment"
Royal Air Force Servicing Commando and Tactical Supply Wing Association Memorial,13,"RAF SERVICING COMMANDO AND TACTICAL SUPPLY WING 
Tactical Supply Wing (TSW) is a helicopter support unit of the RAF. TSW's primary role is supporting the deployment of helicopter operations, specialising in providing rotors-turning refuelling to helicopters and field refuelling of fixed-wing aircraft; this can done from the back of a transport aircraft, or deploy-able storage facilities, such as bowsers or pillow tanks, often in the field or at austere temporary sites. 
RAF Servicing Commando. Formed during WW2, served in the European and Far Eastern theatres of war before being disbanded in 1946. These units, called Servicing Commandos, would accompany the Allied Armies when they invaded Europe, either to make German airfields serviceable or to make operational the new airstrips built by the Army Airfield Construction Units. Eventually 12 Servicing Commandos were formed in the United Kingdom and three in the Middle East. The force consisted of 2,400 officers and men skilled in aircraft maintenance, armaments, communications and airfield activation skills and were capable of working on all types of aircraft to keep them flying under all kinds of conditions."
Royal Air Force Wing,,
Royal Air Force Wood,,
Royal Air Forces Association Remembrance Garden (RAFA),13,"Royal Air Force Association Remembrance Garden (RAFA)
The first national Remembrance Garden in memory of those that have served in the commonwealth air forces. The Eagle, named Winston, is made up of over 1000 hand forged feathers. 
The RAF Mountain Rescue, RAF Search and Rescue, RAF Medical, Dental and RAF Nurses (Princesses Marys) are all in a line and front the RAF area. "
Royal and Sun Alliance Memorials,1,"Royal and Sun Alliance Insurance Limited Memorials
The memorials now displayed here underneath the railway bridge, were once located within the local o›ces of Royal and Sun Alliance companies across the UK. The memorials are made from diŽerent materials including bronze and marble. Together they commemorate over 915 employees from across the Royal Sun Alliance Insurance Group who served their country, and in many cases gave their lives during both World Wars. The memorials were originally unveiled by former companies that over the years all became part of the Group. Together, they create a lasting memorial and place of Remembrance, ensuring that the service given and sacrifices made by former colleagues throughout both World Wars will never be forgotten."
Royal Army Chaplains Memorial,1,"Royal Army Chaplains’ Department
The memorial is a tribute to all chaplains who have given their lives in war and conflict whilst serving in the Royal Army Chaplains’ Department (RAChD) as well as celebrating those who have served in it. Chaplains are ordained, Professionally Qualified Officers who have been selected to hold a commission in the Army. They wear the uniforms of the British Army and will accompany their soldiers wherever they go providing spiritual support, pastoral care and moral guidance to all, irrespective of religion or belief. Chaplains exercise leadership and management but do not command. They are non-combatants and they do not bear arms. Between 1914 and the end of hostilities in 1918, almost 4,400 Army Chaplains were recruited into uniform. Most of them saw service in the trenches and 179 lost their lives. Many were decorated for bravery with three being awarded the Victoria Cross. There are currently about 150 chaplains, known as ‘Padres’, serving with the British Army. Military veterans assisted blacksmiths in the creation of the memorial, which was unveiled by Lieutenant General James Everard CBE, Commander Land Forces on 21 July 2015. The ploughshare ends of the crossed swords reference the bible passage Isaiah 2:4 “they shall beat their swords into plowshares, and their spears into pruning hooks…"
